メニュー,platform,external_id,video_url,video_id,動画URL,投稿者,時間,食材,味,油感,特徴,詳細食材タグ,ingredient_categories,temperature,effort,dishes,knife,heat,thumbnail_url,ingredient_score,richness_score,taste_level
【カニカマで作るカニ玉丼】10分で完成するふわとろ絶品丼！節約にもおすすめ♪,youtube,KsyQwRFUTQM,https://www.youtube.com/watch?v=KsyQwRFUTQM,KsyQwRFUTQM,https://www.youtube.com/watch?v=KsyQwRFUTQM,macaroni | マカロニ,easy,白身魚、卵、ご飯・米、ネギ、マヨネーズ,rich,4,YouTube Data API収集,"whitefish,egg,rice,green_onion,mayonnaise",魚介;卵;米;葉物野菜;チーズ・バター・マヨ系,warm,1,1,true,true,https://i.ytimg.com/vi/KsyQwRFUTQM/maxresdefault.jpg,6.64,6.78,がっつり
【悪魔の甘辛ダレ】帯広風豚丼、ヤバすぎた【1週間白米が止まらないおかず生活】,youtube,cpdrlO7UV70,https://www.youtube.com/watch?v=cpdrlO7UV70,cpdrlO7UV70,https://www.youtube.com/watch?v=cpdrlO7UV70,OneMin Cooking,easy,豚肉、白身魚、ご飯・米、ネギ、ショウガ、にんにく,semi-light,2,YouTube Data API収集,"pork,whitefish,rice,green_onion,ginger,garlic",肉類;魚介;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/cpdrlO7UV70/maxresdefault.jpg,5.48,4.99,ややあっさり
【豚こまと卵の簡単レシピ】10分で絶品どんぶり！お箸とまらん♪,youtube,l0k5Mrkgq2Q,https://www.youtube.com/watch?v=l0k5Mrkgq2Q,l0k5Mrkgq2Q,https://www.youtube.com/watch?v=l0k5Mrkgq2Q,しばのごはん食堂,easy,豚肉、卵、ネギ、玉ねぎ,semi-light,2,YouTube Data API収集,"pork,egg,green_onion,onion",肉類;卵;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/l0k5Mrkgq2Q/maxresdefault.jpg,5.38,4.93,ややあっさり
悪魔のてりたまベーコン丼,youtube,1TGzuBboYXE,https://www.youtube.com/watch?v=1TGzuBboYXE,1TGzuBboYXE,https://www.youtube.com/watch?v=1TGzuBboYXE,まるみキッチン【簡単レシピ】,easy,ベーコン、白身魚、卵、ご飯・米,semi-rich,4,YouTube Data API収集,"bacon,whitefish,egg,rice",肉類;魚介;卵;米,warm,1,1,false,true,https://i.ytimg.com/vi/1TGzuBboYXE/maxresdefault.jpg,6.42,6.65,ややがっつり
フライパン1つで完結！爆速そぼろ丼,youtube,LpySaQfR-TM,https://www.youtube.com/watch?v=LpySaQfR-TM,LpySaQfR-TM,https://www.youtube.com/watch?v=LpySaQfR-TM,レイ【3児ママのリアルすぎる日常】,easy,挽肉、白身魚、卵、ご飯・米,rich,5,YouTube Data API収集,"minced_meat,whitefish,egg,rice",肉類;魚介;卵;米,warm,1,1,false,true,https://i.ytimg.com/vi/LpySaQfR-TM/maxresdefault.jpg,6.42,7.35,がっつり
我慢しない鶏むねユッケ丼 #彼ごはん#彼ご飯#自炊#簡単レシピ#ヘルシーレシピ#ダイエットレシピ#太らないレシピ#鶏むねユッケ#どんぶり#鶏むねレシピ#高タンパクレシピ#筋肉レシピ#レンチンレシピ,youtube,d_org5K7DT0,https://www.youtube.com/watch?v=d_org5K7DT0,d_org5K7DT0,https://www.youtube.com/watch?v=d_org5K7DT0,なぎ【冷凍弁当で月1万円節約】,easy,鶏肉、ご飯・米,semi-rich,2,YouTube Data API収集,"chicken,rice",鶏肉;米,warm,1,1,true,true,https://i.ytimg.com/vi/d_org5K7DT0/maxresdefault.jpg,6.0,5.3,ややがっつり
おうちで再現！ 伝説のすた丼の作り方,youtube,MFJXZAxqOik,https://www.youtube.com/watch?v=MFJXZAxqOik,MFJXZAxqOik,https://www.youtube.com/watch?v=MFJXZAxqOik,おつまみ料理動画ツマモ,easy,豚肉、白身魚、卵、ご飯・米、ネギ、にんにく,semi-light,2,YouTube Data API収集,"pork,whitefish,egg,rice,green_onion,garlic",肉類;魚介;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/MFJXZAxqOik/hqdefault.jpg,5.55,5.03,ややあっさり
美味しい豚丼３００円【万能のただならぬタレを是非】小間肉でも極旨です おに豚丼。,youtube,k8cgRiN4j-4,https://www.youtube.com/watch?v=k8cgRiN4j-4,k8cgRiN4j-4,https://www.youtube.com/watch?v=k8cgRiN4j-4,くまの限界食堂,easy,白身魚、ご飯・米、ネギ、ショウガ、にんにく,light,2,YouTube Data API収集,"whitefish,rice,green_onion,ginger,garlic",魚介;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/k8cgRiN4j-4/maxresdefault.jpg,4.25,4.25,あっさり
この金額で出来る一番うめえ料理これだと思う。死ぬほどバズったドケチレシピ【お金渋り丼】 #リュウジ #料理 #shorts,youtube,iPshdzeTiRI,https://www.youtube.com/watch?v=iPshdzeTiRI,iPshdzeTiRI,https://www.youtube.com/watch?v=iPshdzeTiRI,料理研究家リュウジのバズレシピ,easy,白身魚、ご飯・米,semi-light,2,YouTube Data API収集,"whitefish,rice",魚介;米,warm,1,1,false,true,https://i.ytimg.com/vi/iPshdzeTiRI/maxresdefault.jpg,5.3,5.18,ややあっさり
野菜もりもり食べれちゃう！そぼろ丼の作り方✨ #おうちごはん #shots,youtube,6bIZdZkSEmY,https://www.youtube.com/watch?v=6bIZdZkSEmY,6bIZdZkSEmY,https://www.youtube.com/watch?v=6bIZdZkSEmY,まみ(mami) ラクうまごはん,easy,挽肉、白身魚、ご飯・米、小松菜、にんじん、ショウガ,semi-light,2,YouTube Data API収集,"minced_meat,whitefish,rice,komatsuna,carrot,ginger",肉類;魚介;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/6bIZdZkSEmY/maxresdefault.jpg,5.48,4.99,ややあっさり
【2ヶ月で6キロ痩せた】腸活めかぶ丼 #ダイエットレシピ #簡単レシピ,youtube,IqB9sqVygec,https://www.youtube.com/watch?v=IqB9sqVygec,IqB9sqVygec,https://www.youtube.com/watch?v=IqB9sqVygec,うちこ【ダイエットレシピ】,easy,白身魚、卵、ご飯・米、ネギ,light,2,YouTube Data API収集,"whitefish,egg,rice,green_onion",魚介;卵;米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/IqB9sqVygec/maxresdefault.jpg,4.6,4.26,あっさり
【どんなお肉でも絶対美味しくなる牛丼】,youtube,XCplJeWH5gg,https://www.youtube.com/watch?v=XCplJeWH5gg,XCplJeWH5gg,https://www.youtube.com/watch?v=XCplJeWH5gg,昭和生まれのBBAのごはん,easy,牛肉、ご飯・米,semi-rich,2,YouTube Data API収集,"beef,rice",肉類;米,warm,1,1,true,true,https://i.ytimg.com/vi/XCplJeWH5gg/maxresdefault.jpg,7.3,6.08,ややがっつり
15分で出来る！牛肉と小松菜のふわ玉丼🤤✨ #簡単レシピ #料理,youtube,951aMKh0T08,https://www.youtube.com/watch?v=951aMKh0T08,951aMKh0T08,https://www.youtube.com/watch?v=951aMKh0T08,Hideka cooking,easy,牛肉、ご飯・米、小松菜,semi-light,2,YouTube Data API収集,"beef,rice,komatsuna",肉類;米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/951aMKh0T08/maxresdefault.jpg,5.9,5.24,ややあっさり
【白だしで簡単‼︎ふわとろ🥚鶏むね肉の親子丼🐓】#shoerts #簡単レシピ #時短節約 #料理#親子丼,youtube,CrKbdD3z3KQ,https://www.youtube.com/watch?v=CrKbdD3z3KQ,CrKbdD3z3KQ,https://www.youtube.com/watch?v=CrKbdD3z3KQ,ゆかごはん,easy,鶏肉、白身魚、卵、ご飯・米、ネギ、玉ねぎ,light,2,YouTube Data API収集,"chicken,whitefish,egg,rice,green_onion,onion",鶏肉;魚介;卵;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/CrKbdD3z3KQ/maxresdefault.jpg,4.72,4.53,あっさり
シャリアピンステーキ丼の美味しい作り方#shorts,youtube,_rxQKv4RI0g,https://www.youtube.com/watch?v=_rxQKv4RI0g,_rxQKv4RI0g,https://www.youtube.com/watch?v=_rxQKv4RI0g,Ryou【和久井亮平】,easy,ご飯・米,semi-rich,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/_rxQKv4RI0g/maxresdefault.jpg,6.0,5.3,ややがっつり
ウィンナーと卵さえあれば作れる超最強おかず。ご飯無限です,youtube,Xktr0gbHbK0,https://www.youtube.com/watch?v=Xktr0gbHbK0,Xktr0gbHbK0,https://www.youtube.com/watch?v=Xktr0gbHbK0,だれウマ【料理研究家】,normal,卵、マヨネーズ,rich,4,YouTube Data API収集,"egg,mayonnaise",卵;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/Xktr0gbHbK0/maxresdefault.jpg,8.25,8.15,がっつり
ビビンバ丼 #幼児食 #簡単レシピ #野菜嫌い #料理 #自炊,youtube,BkLNDAKkXIs,https://www.youtube.com/watch?v=BkLNDAKkXIs,BkLNDAKkXIs,https://www.youtube.com/watch?v=BkLNDAKkXIs,ヒロ⌇大人もリピする子どもごはん🍳,easy,白身魚、ご飯・米、小松菜、もやし、にんじん,light,2,YouTube Data API収集,"whitefish,rice,komatsuna,bean_sprouts,carrot",魚介;米;葉物野菜;根菜,warm,1,1,true,true,https://i.ytimg.com/vi/BkLNDAKkXIs/maxresdefault.jpg,4.25,4.25,あっさり
正直、これしか出さない定食屋さんがあっても通うレベルでウマい。米泥棒、無限豚バラ #リュウジ #料理 #バズレシピ #レシピ #レシピ動画 #料理動画 #豚バラ,youtube,LpdGn4pL4T8,https://www.youtube.com/watch?v=LpdGn4pL4T8,LpdGn4pL4T8,https://www.youtube.com/watch?v=LpdGn4pL4T8,料理研究家リュウジのバズレシピ,normal,豚肉、白身魚、ご飯・米,semi-rich,2,YouTube Data API収集,"pork,whitefish,rice",肉類;魚介;米,warm,3,2,true,true,https://i.ytimg.com/vi/LpdGn4pL4T8/maxresdefault.jpg,6.6,5.96,ややがっつり
めちゃ美味しいカツ丼のタレ作り方！一人前分量～！ #shorts #簡単レシピ #カツ丼タレ,youtube,yeTlYD8jmmE,https://www.youtube.com/watch?v=yeTlYD8jmmE,yeTlYD8jmmE,https://www.youtube.com/watch?v=yeTlYD8jmmE,ビートル萬屋ちゃんねる,easy,ご飯・米,rich,5,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/yeTlYD8jmmE/maxresdefault.jpg,6.0,7.1,がっつり
ひき肉が100倍旨くなる！至高の肉味噌たまご丼 #簡単レシピ,youtube,iInKm-j7yc0,https://www.youtube.com/watch?v=iInKm-j7yc0,iInKm-j7yc0,https://www.youtube.com/watch?v=iInKm-j7yc0,にっしー@1分クッキング,easy,挽肉、白身魚、卵、ご飯・米,semi-rich,2,YouTube Data API収集,"minced_meat,whitefish,egg,rice",肉類;魚介;卵;米,warm,1,1,false,true,https://i.ytimg.com/vi/iInKm-j7yc0/maxresdefault.jpg,6.42,5.55,ややがっつり
材料3つだけで超簡単&激うま！ジューシー油揚げにふわとろ卵！あぶたま丼の作り方,youtube,P3tzLsw4B1w,https://www.youtube.com/watch?v=P3tzLsw4B1w,P3tzLsw4B1w,https://www.youtube.com/watch?v=P3tzLsw4B1w,Koh Kentetsu Kitchen【料理研究家コウケンテツ公式チャンネル】,easy,油揚げ、卵、ご飯・米、ネギ、レタス,semi-rich,5,YouTube Data API収集,"aburaage,egg,rice,green_onion,lettuce",豆腐・大豆系;卵;米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/P3tzLsw4B1w/maxresdefault.jpg,4.42,6.15,ややがっつり
10分で激うま！焼き鳥丼 #簡単レシピ #今日の晩ごはん #ワーママご飯 #ワンパンレシピ #おうちごはん #時短レシピ #こどもごはん #焼き鳥 #鶏肉レシピ,youtube,OWFmmA1Fa-w,https://www.youtube.com/watch?v=OWFmmA1Fa-w,OWFmmA1Fa-w,https://www.youtube.com/watch?v=OWFmmA1Fa-w,つき,easy,鶏肉、白身魚、卵、ご飯・米、ネギ,semi-light,3,YouTube Data API収集,"chicken,whitefish,egg,rice,green_onion",鶏肉;魚介;卵;米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/OWFmmA1Fa-w/maxresdefault.jpg,4.88,5.23,ややあっさり
絶品中華丼🧑🏻‍🍳#簡単レシピ #中華丼 #給食 #shorts,youtube,mO-9aQFdABI,https://www.youtube.com/watch?v=mO-9aQFdABI,mO-9aQFdABI,https://www.youtube.com/watch?v=mO-9aQFdABI,給食の先生ゆりまま,easy,豚肉、白身魚、ご飯・米、napa_cabbage、ネギ、玉ねぎ、にんじん、しいたけ、ショウガ,semi-light,2,YouTube Data API収集,"pork,whitefish,rice,napa_cabbage,green_onion,onion,carrot,shiitake,ginger",肉類;魚介;米;葉物野菜;根菜;きのこ,warm,4,1,true,true,https://i.ytimg.com/vi/mO-9aQFdABI/maxresdefault.jpg,5.2,4.82,ややあっさり
海鮮丼は青魚が旨い #shorts #海鮮丼 #sashimi,youtube,8EEXmB8rK7k,https://www.youtube.com/watch?v=8EEXmB8rK7k,8EEXmB8rK7k,https://www.youtube.com/watch?v=8EEXmB8rK7k,けんた食堂,easy,サバ、ご飯・米,semi-light,2,YouTube Data API収集,"mackerel,rice",魚介;米,warm,1,1,false,true,https://i.ytimg.com/vi/8EEXmB8rK7k/maxresdefault.jpg,5.3,4.88,ややあっさり
ニラとひき肉のスタミナ丼 #簡単レシピ #時短節約 #料理 #whatieatinaday #まいにちごはん,youtube,DmNmsrZqh64,https://www.youtube.com/watch?v=DmNmsrZqh64,DmNmsrZqh64,https://www.youtube.com/watch?v=DmNmsrZqh64,おうちごはん日記,easy,挽肉、ご飯・米、にら,semi-light,2,YouTube Data API収集,"minced_meat,rice,nira",肉類;米;葉物野菜,warm,1,1,false,true,https://i.ytimg.com/vi/DmNmsrZqh64/maxresdefault.jpg,5.9,5.24,ややあっさり
卵あれば誰でも簡単にできるクソうまい北海道北見市のソウルフード,youtube,tto3vJjqfps,https://www.youtube.com/watch?v=tto3vJjqfps,tto3vJjqfps,https://www.youtube.com/watch?v=tto3vJjqfps,家族のための男飯🐒もんきち,normal,白身魚、卵,light,2,YouTube Data API収集,"whitefish,egg",魚介;卵,warm,3,2,false,true,https://i.ytimg.com/vi/tto3vJjqfps/maxresdefault.jpg,4.65,4.49,あっさり
これが88円で食えるのヤバいだろ…安い油揚げが牛丼並みにウマくなる【虚無ごはん5】 #shorts #リュウジ #料理,youtube,FNmjTjVSSUI,https://www.youtube.com/watch?v=FNmjTjVSSUI,FNmjTjVSSUI,https://www.youtube.com/watch?v=FNmjTjVSSUI,料理研究家リュウジのバズレシピ,easy,白身魚、油揚げ、ご飯・米,semi-rich,5,YouTube Data API収集,"whitefish,aburaage,rice",魚介;豆腐・大豆系;米,warm,1,1,false,true,https://i.ytimg.com/vi/FNmjTjVSSUI/maxresdefault.jpg,4.83,6.7,ややがっつり
和風ステーキ丼の作り方#shorts,youtube,SN3enmkudCI,https://www.youtube.com/watch?v=SN3enmkudCI,SN3enmkudCI,https://www.youtube.com/watch?v=SN3enmkudCI,板前山ちゃん,easy,ご飯・米,semi-rich,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/SN3enmkudCI/maxresdefault.jpg,6.0,5.3,ややがっつり
【笠原シェフを訪ね、賛否両論へ】桝谷が愛した“親子丼”ふわふわになる裏技満載！【この味一生忘れない】Oyakodon,youtube,v9O_1gsRHU4,https://www.youtube.com/watch?v=v9O_1gsRHU4,v9O_1gsRHU4,https://www.youtube.com/watch?v=v9O_1gsRHU4,桝谷のSimple is best,easy,鶏肉、卵、ご飯・米、ネギ,light,2,YouTube Data API収集,"chicken,egg,rice,green_onion",鶏肉;卵;米;葉物野菜,warm,1,1,true,true,https://i.ytimg.com/vi/v9O_1gsRHU4/maxresdefault.jpg,4.95,4.67,あっさり
『インスタ800万再生突破』ぷるぷるムネ肉ユッケ丼#簡単レシピ #むね肉 #レシピ,youtube,jctLEuydvao,https://www.youtube.com/watch?v=jctLEuydvao,jctLEuydvao,https://www.youtube.com/watch?v=jctLEuydvao,Kiyo Balance Kitchen,easy,ご飯・米,semi-rich,2,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/jctLEuydvao/maxresdefault.jpg,6.0,5.3,ややがっつり
【出汁は使わない。親子丼の旨味を最大にするには鶏肉の下処理が肝心】｜#クラシル #shorts,youtube,Fiv_3pfqRJo,https://www.youtube.com/watch?v=Fiv_3pfqRJo,Fiv_3pfqRJo,https://www.youtube.com/watch?v=Fiv_3pfqRJo,Kurashiru [クラシル],easy,鶏肉、ご飯・米,semi-light,2,YouTube Data API収集,"chicken,rice",鶏肉;米,warm,1,1,true,true,https://i.ytimg.com/vi/Fiv_3pfqRJo/maxresdefault.jpg,6.0,5.2,ややあっさり
【部活終わりこれあったら大喜び】ニラ豚ミンチ丼 #料理 #マッチョ #元カレ #簡単レシピ #暮らしチャンネル #cooking,youtube,oreYAqWOPFI,https://www.youtube.com/watch?v=oreYAqWOPFI,oreYAqWOPFI,https://www.youtube.com/watch?v=oreYAqWOPFI,マッチョ元カレごはんがうますぎる,easy,挽肉、白身魚、ご飯・米、にら,semi-light,2,YouTube Data API収集,"minced_meat,whitefish,rice,nira",肉類;魚介;米;葉物野菜,warm,1,1,false,true,https://i.ytimg.com/vi/oreYAqWOPFI/maxresdefault.jpg,5.72,5.13,ややあっさり
どのお店にも絶対負けないほどガチで旨い【極トンテキ】,youtube,krtygrktFHM,https://www.youtube.com/watch?v=krtygrktFHM,krtygrktFHM,https://www.youtube.com/watch?v=krtygrktFHM,だれウマ【料理研究家】,normal,豚肉、ネギ、玉ねぎ、にんにく、バター,rich,4,YouTube Data API収集,"pork,green_onion,onion,garlic,butter",肉類;葉物野菜;根菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/krtygrktFHM/maxresdefault.jpg,6.85,7.31,がっつり
それカツにすんのかよ。肉無しでも笑えるほど美味しい【貧乏人のカツ丼】が安いのに旨すぎる#shorts #リュウジ #料理,youtube,6BVMyQLBsN4,https://www.youtube.com/watch?v=6BVMyQLBsN4,6BVMyQLBsN4,https://www.youtube.com/watch?v=6BVMyQLBsN4,料理研究家リュウジのバズレシピ,easy,白身魚、ご飯・米,rich,5,YouTube Data API収集,"whitefish,rice",魚介;米,warm,1,1,false,true,https://i.ytimg.com/vi/6BVMyQLBsN4/maxresdefault.jpg,5.3,6.98,がっつり
牛丼をそのまま煮るのは大損！安い肉が劇的にトロトロになる元店員の秘密の下準備。 #牛丼の作り方 #おすすめ #裏技 #暮らしの知恵 #主婦の知恵,youtube,RmnpWkWnyk8,https://www.youtube.com/watch?v=RmnpWkWnyk8,RmnpWkWnyk8,https://www.youtube.com/watch?v=RmnpWkWnyk8,ヘルシーレシピ,easy,ご飯・米,light,1,YouTube Data API収集,rice,米,warm,1,1,false,true,https://i.ytimg.com/vi/RmnpWkWnyk8/maxresdefault.jpg,6.0,4.5,あっさり
結局これが1番うまい…チキンとほうれん草のクリームパスタが美味すぎて溺れたい！#パスタ #時短レシピ #クリームパスタ,youtube,m-kPlNRypeE,https://www.youtube.com/watch?v=m-kPlNRypeE,m-kPlNRypeE,https://www.youtube.com/watch?v=m-kPlNRypeE,深夜食堂,normal,鶏肉、パスタ、ほうれん草,semi-light,3,YouTube Data API収集,"chicken,pasta,spinach",鶏肉;麺;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/m-kPlNRypeE/maxresdefault.jpg,4.83,5.2,ややあっさり
【至高のパスタ】ミニトマトで作る！あっさりトマトパスタ #パスタレシピ #パスタ,youtube,n3QC5g4FeX8,https://www.youtube.com/watch?v=n3QC5g4FeX8,n3QC5g4FeX8,https://www.youtube.com/watch?v=n3QC5g4FeX8,ナオ飯チャンネル,normal,白身魚、パスタ、トマト、にんにく,semi-light,3,YouTube Data API収集,"whitefish,pasta,tomato,garlic",魚介;麺;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/n3QC5g4FeX8/maxresdefault.jpg,4.25,4.85,ややあっさり
僕が10代から作ってる本当に美味しいペペロンチーノのレシピはこちらです。【悪魔のペペロンチーノ】 #リュウジ #バズレシピ #料理 #料理動画 #レシピ #レシピ動画 #パスタ,youtube,Aj5t5nUu61w,https://www.youtube.com/watch?v=Aj5t5nUu61w,Aj5t5nUu61w,https://www.youtube.com/watch?v=Aj5t5nUu61w,料理研究家リュウジのバズレシピ,normal,白身魚、パスタ,semi-rich,3,YouTube Data API収集,"whitefish,pasta",魚介;麺,warm,3,2,false,true,https://i.ytimg.com/vi/Aj5t5nUu61w/maxresdefault.jpg,5.3,5.78,ややがっつり
これが1番うまい…濃厚バター醤油パスタがあっさりなのに猛烈に美味しい！ #パスタ #時短レシピ #簡単レシピ,youtube,McTrXHDX81k,https://www.youtube.com/watch?v=McTrXHDX81k,McTrXHDX81k,https://www.youtube.com/watch?v=McTrXHDX81k,深夜食堂,easy,パスタ、ほうれん草、しめじ、にんにく、バター,semi-rich,4,YouTube Data API収集,"pasta,spinach,shimeji,garlic,butter",麺;葉物野菜;きのこ;根菜;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/McTrXHDX81k/maxresdefault.jpg,6.08,6.55,ややがっつり
【白だしだけで作るパスタ】小松菜の和風パスタ #レシピ動画 #簡単レシピ #料理 #レシピ #パスタ,youtube,EW40qfxgsho,https://www.youtube.com/watch?v=EW40qfxgsho,EW40qfxgsho,https://www.youtube.com/watch?v=EW40qfxgsho,ガンガンの料理塾,easy,ベーコン、白身魚、パスタ、ほうれん草、小松菜、しめじ、にんにく,semi-rich,4,YouTube Data API収集,"bacon,whitefish,pasta,spinach,komatsuna,shimeji,garlic",肉類;魚介;麺;葉物野菜;きのこ;根菜,warm,4,3,false,true,https://i.ytimg.com/vi/EW40qfxgsho/maxresdefault.jpg,5.2,6.02,ややがっつり
