メニュー,platform,external_id,video_url,video_id,動画URL,投稿者,時間,食材,味,油感,特徴,詳細食材タグ,ingredient_categories,temperature,effort,dishes,knife,heat,thumbnail_url,ingredient_score,richness_score,taste_level
プチットうどんの便利さをみんなに伝えたい🥺✨#プチットうどん#お弁当作り#お弁当#food#lunch#料理,youtube,qP-xaa-CUSI,https://www.youtube.com/watch?v=qP-xaa-CUSI,qP-xaa-CUSI,https://www.youtube.com/watch?v=qP-xaa-CUSI,お弁当の日。,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/qP-xaa-CUSI/maxresdefault.jpg,6.0,5.3,ややがっつり
美味しい組み合わせ！鶏の照り焼き温玉うどん ｜ How To Make Chicken's Teriyaki Hot spring egg Udon,youtube,yGyj-Z8HGb4,https://www.youtube.com/watch?v=yGyj-Z8HGb4,yGyj-Z8HGb4,https://www.youtube.com/watch?v=yGyj-Z8HGb4,デリッシュキッチン,easy,鶏肉、卵、うどん、ネギ,semi-light,3,YouTube Data API収集,"chicken,egg,udon,green_onion",鶏肉;卵;麺;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/yGyj-Z8HGb4/maxresdefault.jpg,4.95,5.17,ややあっさり
忙しいあなたに朗報！超簡単「手抜き皿うどん」レシピ🍜 今日は忙しい日におすすめの、手抜きで簡単に作れる皿うどんのレシピをご紹介します。最低限の材料と手間で、おいしい皿うどんが楽しめますよ。,youtube,1oH7TT5nkIw,https://www.youtube.com/watch?v=1oH7TT5nkIw,1oH7TT5nkIw,https://www.youtube.com/watch?v=1oH7TT5nkIw,男の手料理,easy,豚肉、卵、うどん、キャベツ、もやし、にんじん,semi-light,2,YouTube Data API収集,"pork,egg,udon,cabbage,bean_sprouts,carrot",肉類;卵;麺;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/1oH7TT5nkIw/maxresdefault.jpg,5.62,5.07,ややあっさり
レンジだけで簡単！冷やし坦々うどん,youtube,9UITKfdWgxs,https://www.youtube.com/watch?v=9UITKfdWgxs,9UITKfdWgxs,https://www.youtube.com/watch?v=9UITKfdWgxs,村上農園ユーチューバー部,easy,挽肉、白身魚、うどん、ショウガ、にんにく,semi-rich,2,YouTube Data API収集,"minced_meat,whitefish,udon,ginger,garlic",肉類;魚介;麺;根菜,cold,3,2,false,true,https://i.ytimg.com/vi/9UITKfdWgxs/maxresdefault.jpg,6.07,5.34,ややがっつり
爆速バター醤油うどん#うどん#バター#醤油#料理#shorts,youtube,XJSL7TU0fjU,https://www.youtube.com/watch?v=XJSL7TU0fjU,XJSL7TU0fjU,https://www.youtube.com/watch?v=XJSL7TU0fjU,秒ウマ飯l 毎日ごはんをラクに美味しく,easy,うどん、バター,rich,4,YouTube Data API収集,"udon,butter",麺;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/XJSL7TU0fjU/maxresdefault.jpg,8.6,8.06,がっつり
[町中華]元ラーメン屋が作る坦々うどん#ラーメン#shorts,youtube,GIMYieI6bTQ,https://www.youtube.com/watch?v=GIMYieI6bTQ,GIMYieI6bTQ,https://www.youtube.com/watch?v=GIMYieI6bTQ,えびすごはん 料理研究家 えびすまさき,easy,えび、うどん、ラーメン、ネギ、牛乳、小麦粉,semi-rich,2,YouTube Data API収集,"shrimp,udon,ramen,green_onion,milk,flour",魚介;麺;葉物野菜;チーズ・バター・マヨ系;米,warm,3,2,true,true,https://i.ytimg.com/vi/GIMYieI6bTQ/sddefault.jpg,6.78,5.77,ややがっつり
断言しますがこれが世界で一番旨いうどんの食べ方です。#shorts #リュウジ #山形 #納豆 #うどん #ひっぱりうどん #レシピ #料理,youtube,CcExSBD2JWY,https://www.youtube.com/watch?v=CcExSBD2JWY,CcExSBD2JWY,https://www.youtube.com/watch?v=CcExSBD2JWY,料理研究家リュウジのバズレシピ,normal,サバ、白身魚、卵、うどん、パスタ、ネギ、玉ねぎ、マヨネーズ,rich,4,YouTube Data API収集,"mackerel,whitefish,egg,udon,pasta,green_onion,onion,mayonnaise",魚介;卵;麺;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/CcExSBD2JWY/maxresdefault.jpg,6.38,7.03,がっつり
【プロ直伝】 お家で簡単！本格【手打ちうどん】の作り方 初心者でも失敗しないうどんの打ち方 安い粉でも美味しいうどんが作れます！,youtube,-p5M9HlVaaw,https://www.youtube.com/watch?v=-p5M9HlVaaw,-p5M9HlVaaw,https://www.youtube.com/watch?v=-p5M9HlVaaw,料理人設楽の料理道場,easy,うどん、大根、小麦粉,semi-light,2,YouTube Data API収集,"udon,daikon,flour",麺;根菜;米,warm,3,2,false,true,https://i.ytimg.com/vi/-p5M9HlVaaw/sddefault.jpg,5.3,4.88,ややあっさり
懐かしの昭和の味！笠原流【焼きうどん】の作り方,youtube,bCeYSaFAXOA,https://www.youtube.com/watch?v=bCeYSaFAXOA,bCeYSaFAXOA,https://www.youtube.com/watch?v=bCeYSaFAXOA,【賛否両論】笠原将弘の料理のほそ道,easy,豚肉、白身魚、うどん、ビーフン・フォー、キャベツ、ネギ、ピーマン、にんじん、しいたけ、ショウガ,semi-rich,3,YouTube Data API収集,"pork,whitefish,udon,rice_noodles,cabbage,green_onion,bell_pepper,carrot,shiitake,ginger",肉類;魚介;麺;葉物野菜;根菜;きのこ,warm,4,3,true,true,https://i.ytimg.com/vi/bCeYSaFAXOA/maxresdefault.jpg,5.2,5.42,ややがっつり
【白菜と卵だけで驚くほど旨い！】とろたま白菜うどんの作り方 #shorts 【kattyanneru】,youtube,WFpo53hHnAw,https://www.youtube.com/watch?v=WFpo53hHnAw,WFpo53hHnAw,https://www.youtube.com/watch?v=WFpo53hHnAw,kattyanneru/かっちゃんねる,normal,卵、うどん、napa_cabbage、ネギ、ショウガ,light,2,YouTube Data API収集,"egg,udon,napa_cabbage,green_onion,ginger",卵;麺;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/WFpo53hHnAw/maxresdefault.jpg,4.42,4.35,あっさり
簡単に作れる！明太釜玉うどん ｜ How To Make Mentaiko egg udon,youtube,MQqR4lnQiuw,https://www.youtube.com/watch?v=MQqR4lnQiuw,MQqR4lnQiuw,https://www.youtube.com/watch?v=MQqR4lnQiuw,デリッシュキッチン,easy,鶏肉、卵、うどん、パスタ、ネギ、マヨネーズ,rich,4,YouTube Data API収集,"chicken,egg,udon,pasta,green_onion,mayonnaise",鶏肉;卵;麺;葉物野菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/MQqR4lnQiuw/maxresdefault.jpg,6.92,6.95,がっつり
お財布にやさしい！超絶品豚こま肉うどん,youtube,cb0JuJm_jw4,https://www.youtube.com/watch?v=cb0JuJm_jw4,cb0JuJm_jw4,https://www.youtube.com/watch?v=cb0JuJm_jw4,ハマごはん【お手軽レシピ】,easy,豚肉、白身魚、うどん、ネギ、ショウガ、にんにく,semi-light,2,YouTube Data API収集,"pork,whitefish,udon,green_onion,ginger,garlic",肉類;魚介;麺;葉物野菜;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/cb0JuJm_jw4/maxresdefault.jpg,5.48,4.99,ややあっさり
〜丸亀超えた明太クリームうどん〜#簡単レシピ #料理 #おうちご飯 #自炊 #shorts,youtube,09SVwnTsD74,https://www.youtube.com/watch?v=09SVwnTsD74,09SVwnTsD74,https://www.youtube.com/watch?v=09SVwnTsD74,りょう_ 家族が喜ぶラクうまレシピ,easy,白身魚、うどん、チーズ、バター、牛乳,rich,4,YouTube Data API収集,"whitefish,udon,cheese,butter,milk",魚介;麺;チーズ・バター・マヨ系,warm,3,2,false,true,https://i.ytimg.com/vi/09SVwnTsD74/maxresdefault.jpg,7.67,7.5,がっつり
うま塩豚白菜うどん🥬❤️‍🔥 #簡単レシピ #時短レシピ,youtube,SBGWWUeMOJk,https://www.youtube.com/watch?v=SBGWWUeMOJk,SBGWWUeMOJk,https://www.youtube.com/watch?v=SBGWWUeMOJk,maki | 今日の時短レシピ,easy,うどん、napa_cabbage,light,2,YouTube Data API収集,"udon,napa_cabbage",麺;葉物野菜,warm,3,2,false,true,https://i.ytimg.com/vi/SBGWWUeMOJk/maxresdefault.jpg,4.25,4.25,あっさり
リピート確定の逸材レシピ！めんたいチーズ釜玉うどん,youtube,dTznypMhNcM,https://www.youtube.com/watch?v=dTznypMhNcM,dTznypMhNcM,https://www.youtube.com/watch?v=dTznypMhNcM,ハマごはん【お手軽レシピ】,easy,白身魚、卵、うどん、ネギ、チーズ,rich,4,YouTube Data API収集,"whitefish,egg,udon,green_onion,cheese",魚介;卵;麺;葉物野菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/dTznypMhNcM/maxresdefault.jpg,6.64,6.88,がっつり
スープジャーで冷たいうどん弁当#同棲ご飯 #簡単レシピ #毎日弁当 #同棲弁当,youtube,zBdJncNEKGg,https://www.youtube.com/watch?v=zBdJncNEKGg,zBdJncNEKGg,https://www.youtube.com/watch?v=zBdJncNEKGg,ぴちゃん🍚2人暮らしのvlog,easy,うどん,semi-light,1,YouTube Data API収集,udon,麺,cold,1,2,false,true,https://i.ytimg.com/vi/zBdJncNEKGg/maxresdefault.jpg,6.0,4.7,ややあっさり
おいしいうどんの作り方【こむぎ粉くらぶ｜日清製粉グループ】,youtube,qJYpaRnwTfk,https://www.youtube.com/watch?v=qJYpaRnwTfk,qJYpaRnwTfk,https://www.youtube.com/watch?v=qJYpaRnwTfk,日清製粉グループ,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/qJYpaRnwTfk/maxresdefault.jpg,6.0,5.3,ややがっつり
【永久保存版】3分あればうどん屋さん並みに美味しいうどんつゆが作れます『爆速かけうどん』の作り方,youtube,Bc3ZAs9Zp3k,https://www.youtube.com/watch?v=Bc3ZAs9Zp3k,Bc3ZAs9Zp3k,https://www.youtube.com/watch?v=Bc3ZAs9Zp3k,だれウマ【料理研究家】,easy,うどん、昆布,light,2,YouTube Data API収集,"udon,kombu",麺;葉物野菜,warm,3,2,false,true,https://i.ytimg.com/vi/Bc3ZAs9Zp3k/maxresdefault.jpg,4.25,4.55,あっさり
レンチン４分で絶品わかめうどん🍲🥢レシピはコメント欄に✍️,youtube,raxms1fjEg0,https://www.youtube.com/watch?v=raxms1fjEg0,raxms1fjEg0,https://www.youtube.com/watch?v=raxms1fjEg0,しほ⌇ グルテンフリーの簡単おやつ𓎩,easy,うどん、わかめ,light,2,YouTube Data API収集,"udon,wakame",麺;葉物野菜,warm,3,2,false,true,https://i.ytimg.com/vi/raxms1fjEg0/maxresdefault.jpg,4.25,4.15,あっさり
簡単なのに本格的！冷凍うどんで作る【豆乳担々うどん】,youtube,ZFpXwg_SKAQ,https://www.youtube.com/watch?v=ZFpXwg_SKAQ,ZFpXwg_SKAQ,https://www.youtube.com/watch?v=ZFpXwg_SKAQ,【賛否両論】笠原将弘の料理のほそ道,easy,挽肉、白身魚、うどん、中華麺、ビーフン・フォー、にら、ネギ、にんにく,semi-light,2,YouTube Data API収集,"minced_meat,whitefish,udon,noodles,rice_noodles,nira,green_onion,garlic",肉類;魚介;麺;葉物野菜;根菜,cold,4,3,true,true,https://i.ytimg.com/vi/ZFpXwg_SKAQ/maxresdefault.jpg,5.48,4.99,ややあっさり
節約オタクが教える貧乏うどんTOP3,youtube,3pGYa9q3I6E,https://www.youtube.com/watch?v=3pGYa9q3I6E,3pGYa9q3I6E,https://www.youtube.com/watch?v=3pGYa9q3I6E,OTAKE【節約オタク】,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/3pGYa9q3I6E/maxresdefault.jpg,6.0,5.3,ややがっつり
ちゃんぽんうどん #幼児食 #簡単レシピ #まいにちごはん #野菜嫌い #料理 #偏食 #おうちごはん,youtube,rjEy5iCx8XM,https://www.youtube.com/watch?v=rjEy5iCx8XM,rjEy5iCx8XM,https://www.youtube.com/watch?v=rjEy5iCx8XM,ヒロ⌇大人もリピする子どもごはん🍳,easy,豚肉、白身魚、うどん、キャベツ、ネギ、もやし、玉ねぎ、にんじん、牛乳,semi-rich,2,YouTube Data API収集,"pork,whitefish,udon,cabbage,green_onion,bean_sprouts,onion,carrot,milk",肉類;魚介;麺;葉物野菜;根菜;チーズ・バター・マヨ系,warm,4,3,true,true,https://i.ytimg.com/vi/rjEy5iCx8XM/maxresdefault.jpg,6.73,5.74,ややがっつり
【レシピ】明太クリームうどんの作り方 #簡単レシピ #cooking #料理 #おうちごはん #ランチ #晩御飯,youtube,Jr_9dU9Ybbg,https://www.youtube.com/watch?v=Jr_9dU9Ybbg,Jr_9dU9Ybbg,https://www.youtube.com/watch?v=Jr_9dU9Ybbg,YUNA COOK,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/Jr_9dU9Ybbg/maxresdefault.jpg,6.0,5.3,ややがっつり
【30分で手打ちうどん】むしゃくしゃしてやった。今は反省してるしとにかくおいしかった('∇')【おうちごはんvlog】#shorts,youtube,ZA9A4C-ng0k,https://www.youtube.com/watch?v=ZA9A4C-ng0k,ZA9A4C-ng0k,https://www.youtube.com/watch?v=ZA9A4C-ng0k,四郎のごはん,normal,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/ZA9A4C-ng0k/hqdefault.jpg,6.0,5.3,ややがっつり
ばり美味い冷凍うどんレシピ,youtube,ChPautrjRxM,https://www.youtube.com/watch?v=ChPautrjRxM,ChPautrjRxM,https://www.youtube.com/watch?v=ChPautrjRxM,ハシダ,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,cold,3,2,false,true,https://i.ytimg.com/vi/ChPautrjRxM/maxresdefault.jpg,6.0,5.3,ややがっつり
つるとん○ん越えました。生クリームを使わない超濃厚明太クリームうどんの作り方#shorts,youtube,ryZluQ2V2nw,https://www.youtube.com/watch?v=ryZluQ2V2nw,ryZluQ2V2nw,https://www.youtube.com/watch?v=ryZluQ2V2nw,料理研究家リュウジのバズレシピ,easy,白身魚、うどん,semi-light,2,YouTube Data API収集,"whitefish,udon",魚介;麺,warm,3,2,false,true,https://i.ytimg.com/vi/ryZluQ2V2nw/maxresdefault.jpg,5.3,5.18,ややあっさり
【簡単昼食】釜玉バター醤油うどんの作り方 #shorts,youtube,OIdMOLqRoAs,https://www.youtube.com/watch?v=OIdMOLqRoAs,OIdMOLqRoAs,https://www.youtube.com/watch?v=OIdMOLqRoAs,デリッシュキッチン,easy,卵、うどん、ネギ、バター,rich,4,YouTube Data API収集,"egg,udon,green_onion,butter",卵;麺;葉物野菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/OIdMOLqRoAs/hqdefault.jpg,6.85,6.91,がっつり
寒い日はコレなんです。麻婆うどん🥢 #ズボラ飯 #簡単レシピ,youtube,LiIJsQjqV9Y,https://www.youtube.com/watch?v=LiIJsQjqV9Y,LiIJsQjqV9Y,https://www.youtube.com/watch?v=LiIJsQjqV9Y,腹へったch,easy,うどん、ネギ,light,2,YouTube Data API収集,"udon,green_onion",麺;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/LiIJsQjqV9Y/maxresdefault.jpg,4.25,4.25,あっさり
貧乏人の贅沢な『うどん』【バトルキッチン494（2025.2.28)】,youtube,SL3z3WjMwlI,https://www.youtube.com/watch?v=SL3z3WjMwlI,SL3z3WjMwlI,https://www.youtube.com/watch?v=SL3z3WjMwlI,魔理沙のズボラ飯,easy,うどん、ネギ、ショウガ、マヨネーズ,rich,4,YouTube Data API収集,"udon,green_onion,ginger,mayonnaise",麺;葉物野菜;根菜;チーズ・バター・マヨ系,warm,3,2,true,true,https://i.ytimg.com/vi/SL3z3WjMwlI/sddefault.jpg,6.5,6.8,がっつり
超絶品！鶏ガラ醤油うどん,youtube,WUW8xgSb6vs,https://www.youtube.com/watch?v=WUW8xgSb6vs,WUW8xgSb6vs,https://www.youtube.com/watch?v=WUW8xgSb6vs,ハマごはん【お手軽レシピ】,easy,鶏肉、白身魚、うどん、ネギ,light,2,YouTube Data API収集,"chicken,whitefish,udon,green_onion",鶏肉;魚介;麺;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/WUW8xgSb6vs/maxresdefault.jpg,4.77,4.56,あっさり
これ食べたことない人は損してる #味噌煮込みうどん #簡単レシピ #うどんレシピ,youtube,PEaYvoPMDjI,https://www.youtube.com/watch?v=PEaYvoPMDjI,PEaYvoPMDjI,https://www.youtube.com/watch?v=PEaYvoPMDjI,ちぇる ダイエット食堂,easy,たこ、うどん,light,1,YouTube Data API収集,"octopus,udon",魚介;麺,warm,3,2,false,true,https://i.ytimg.com/vi/PEaYvoPMDjI/maxresdefault.jpg,5.3,4.08,あっさり
3分でうどん屋さんの『かけうどん』が作れます,youtube,yTjDiaF8iOs,https://www.youtube.com/watch?v=yTjDiaF8iOs,yTjDiaF8iOs,https://www.youtube.com/watch?v=yTjDiaF8iOs,だれウマ【料理研究家】,easy,うどん、昆布,light,2,YouTube Data API収集,"udon,kombu",麺;葉物野菜,warm,3,2,false,true,https://i.ytimg.com/vi/yTjDiaF8iOs/maxresdefault.jpg,4.25,4.55,あっさり
出汁パックでつくる！お手軽素うどんのレシピ｜やすまるだし｜簡単｜#shorts,youtube,Ci3Rt_An_NI,https://www.youtube.com/watch?v=Ci3Rt_An_NI,Ci3Rt_An_NI,https://www.youtube.com/watch?v=Ci3Rt_An_NI,男子ごはん - Kyoto chill life -,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/Ci3Rt_An_NI/maxresdefault.jpg,6.0,5.3,ややがっつり
やみつきになるモチモチ食感！フライドうどん ｜ How To Make Fried Japanese Wheat Noodle,youtube,P4AAXcpLPoY,https://www.youtube.com/watch?v=P4AAXcpLPoY,P4AAXcpLPoY,https://www.youtube.com/watch?v=P4AAXcpLPoY,デリッシュキッチン,easy,鶏肉、ベーコン、白身魚、うどん、ネギ、じゃが芋、玉ねぎ、大根、チーズ、バター、マヨネーズ、小麦粉,rich,5,YouTube Data API収集,"chicken,bacon,whitefish,udon,green_onion,potato,onion,daikon,cheese,butter,mayonnaise,flour",鶏肉;肉類;魚介;麺;葉物野菜;根菜;チーズ・バター・マヨ系;米,warm,4,3,true,true,https://i.ytimg.com/vi/P4AAXcpLPoY/maxresdefault.jpg,6.85,7.51,がっつり
焼きうどんの作り方！パパッと簡単！冷凍うどんがモッチモチになる方法をご紹介！手軽な調味料だけで、激旨な焼きうどんに仕上がりに。-How to make Fried Udon-【料理研究家ゆかり】,youtube,lZL7VJq2Ta4,https://www.youtube.com/watch?v=lZL7VJq2Ta4,lZL7VJq2Ta4,https://www.youtube.com/watch?v=lZL7VJq2Ta4,料理研究家ゆかりのおうちで簡単レシピ / Yukari's Kitchen,easy,豚肉、白身魚、卵、うどん、キャベツ、ネギ、ピーマン、玉ねぎ、にんじん、バター,rich,4,YouTube Data API収集,"pork,whitefish,egg,udon,cabbage,green_onion,bell_pepper,onion,carrot,butter",肉類;魚介;卵;麺;葉物野菜;根菜;チーズ・バター・マヨ系,cold,4,3,true,true,https://i.ytimg.com/vi/lZL7VJq2Ta4/maxresdefault.jpg,6.7,6.82,がっつり
夫婦で大好きな『豚肉ネギのつけうどん』 #簡単レシピ #料理,youtube,LfjNOlWnKs8,https://www.youtube.com/watch?v=LfjNOlWnKs8,LfjNOlWnKs8,https://www.youtube.com/watch?v=LfjNOlWnKs8,さな〻旦那胃袋つかみメシ🍳,easy,豚肉、うどん、ネギ,semi-light,2,YouTube Data API収集,"pork,udon,green_onion",肉類;麺;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/LfjNOlWnKs8/maxresdefault.jpg,5.9,5.24,ややあっさり
【味噌煮込みうどん】濃い味がやみつき！自宅で簡単な名古屋名物の作り方！！,youtube,6NAIxSK6fqE,https://www.youtube.com/watch?v=6NAIxSK6fqE,6NAIxSK6fqE,https://www.youtube.com/watch?v=6NAIxSK6fqE,オリーブオイルをひとまわし / オリひと,easy,うどん,semi-light,1,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/6NAIxSK6fqE/maxresdefault.jpg,6.0,4.7,ややあっさり
上司の説教を忘れるくらい美味しすぎたズボラごま味噌うどん✨#料理 #vlog #ブラック企業 #cooking #ol日常 #ビタフィット #バイタス,youtube,CII6c1hRcIk,https://www.youtube.com/watch?v=CII6c1hRcIk,CII6c1hRcIk,https://www.youtube.com/watch?v=CII6c1hRcIk,ななOL簡単ご飯,easy,うどん,semi-light,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/CII6c1hRcIk/maxresdefault.jpg,6.0,5.2,ややあっさり
肉味噌うどん🧑🏻‍🍳🤍#簡単レシピ #給食 #うどん #幼児食 #shorts,youtube,t4P9-oaDxuc,https://www.youtube.com/watch?v=t4P9-oaDxuc,t4P9-oaDxuc,https://www.youtube.com/watch?v=t4P9-oaDxuc,給食の先生ゆりまま,easy,挽肉、白身魚、卵、うどん、きゅうり、ネギ、トマト、玉ねぎ、ショウガ、にんにく,semi-light,2,YouTube Data API収集,"minced_meat,whitefish,egg,udon,cucumber,green_onion,tomato,onion,ginger,garlic",肉類;魚介;卵;麺;葉物野菜;根菜,warm,4,3,true,true,https://i.ytimg.com/vi/t4P9-oaDxuc/maxresdefault.jpg,5.55,5.03,ややあっさり
冷たいのにコクうま！究極の冷しゃぶうどんがマジで止まらん！,youtube,yyk948nJ-nM,https://www.youtube.com/watch?v=yyk948nJ-nM,yyk948nJ-nM,https://www.youtube.com/watch?v=yyk948nJ-nM,ハマごはん【お手軽レシピ】,easy,豚肉、白身魚、うどん、ネギ,semi-light,2,YouTube Data API収集,"pork,whitefish,udon,green_onion",肉類;魚介;麺;葉物野菜,cold,3,2,true,true,https://i.ytimg.com/vi/yyk948nJ-nM/maxresdefault.jpg,5.72,5.13,ややあっさり
うどんの美味しい作り方。,youtube,humfL17sX2k,https://www.youtube.com/watch?v=humfL17sX2k,humfL17sX2k,https://www.youtube.com/watch?v=humfL17sX2k,Ryou【和久井亮平】,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/humfL17sX2k/maxresdefault.jpg,6.0,5.3,ややがっつり
【濃厚たらこクリームうどん】の作り方 #おうちごはん #レシピ #料理 #cooking #cookingchannel,youtube,zCH97pA0KJo,https://www.youtube.com/watch?v=zCH97pA0KJo,zCH97pA0KJo,https://www.youtube.com/watch?v=zCH97pA0KJo,「まおごはん」,easy,白身魚、卵、うどん、にんにく、チーズ、バター、牛乳,rich,4,YouTube Data API収集,"whitefish,egg,udon,garlic,cheese,butter,milk",魚介;卵;麺;根菜;チーズ・バター・マヨ系,warm,4,3,false,true,https://i.ytimg.com/vi/zCH97pA0KJo/maxresdefault.jpg,6.92,7.05,がっつり
3人家族の爆食夜ごはん🍚今日も簡単✨冷凍うどんで「エビとトマトのクリームうどん🦐🍅」フライパンに材料入れるだけで完成！#るいちゃんねる #もぐもぐタイム #料理 #簡単レシピ #うどんレシピ,youtube,eLVn1Hu1kKk,https://www.youtube.com/watch?v=eLVn1Hu1kKk,eLVn1Hu1kKk,https://www.youtube.com/watch?v=eLVn1Hu1kKk,るいちゃんねる🍼,easy,えび、うどん、トマト,semi-rich,5,YouTube Data API収集,"shrimp,udon,tomato",魚介;麺;葉物野菜,cold,3,2,true,true,https://i.ytimg.com/vi/eLVn1Hu1kKk/maxresdefault.jpg,4.37,6.12,ややがっつり
【簡単うどん】生姜で温まる卵とじうどん＃うどんレシピ＃卵とじうどん＃生姜＃shorts,youtube,xIFjFVNOoqc,https://www.youtube.com/watch?v=xIFjFVNOoqc,xIFjFVNOoqc,https://www.youtube.com/watch?v=xIFjFVNOoqc,あきファミリー,easy,卵、うどん、ショウガ,semi-light,2,YouTube Data API収集,"egg,udon,ginger",卵;麺;根菜,warm,3,2,false,true,https://i.ytimg.com/vi/xIFjFVNOoqc/maxresdefault.jpg,5.07,4.74,ややあっさり
レンジで超絶品！豚バラ肉うどん,youtube,f8yJuF_4CB4,https://www.youtube.com/watch?v=f8yJuF_4CB4,f8yJuF_4CB4,https://www.youtube.com/watch?v=f8yJuF_4CB4,ハマごはん【お手軽レシピ】,easy,豚肉、白身魚、うどん、ネギ,semi-light,2,YouTube Data API収集,"pork,whitefish,udon,green_onion",肉類;魚介;麺;葉物野菜,warm,3,2,true,true,https://i.ytimg.com/vi/f8yJuF_4CB4/maxresdefault.jpg,5.72,5.13,ややあっさり
【たった40円】お金がガチで無い時でも5分で超幸せになれる『限界玉子うどん』の作り方,youtube,ZXjSDuxmMos,https://www.youtube.com/watch?v=ZXjSDuxmMos,ZXjSDuxmMos,https://www.youtube.com/watch?v=ZXjSDuxmMos,だれウマ【料理研究家】,easy,卵、うどん,semi-rich,2,YouTube Data API収集,"egg,udon",卵;麺,warm,3,2,false,true,https://i.ytimg.com/vi/ZXjSDuxmMos/maxresdefault.jpg,5.65,5.39,ややがっつり
ふわトロかき玉うどん(レシピはコメント欄🪄),youtube,DtGB2W5_UUs,https://www.youtube.com/watch?v=DtGB2W5_UUs,DtGB2W5_UUs,https://www.youtube.com/watch?v=DtGB2W5_UUs,ふみ⌇工場勤務旦那の胃袋掴む楽うまごはん,easy,うどん,semi-rich,2,YouTube Data API収集,udon,麺,warm,3,2,false,true,https://i.ytimg.com/vi/DtGB2W5_UUs/maxresdefault.jpg,6.0,5.3,ややがっつり
【二日酔いなったらこれ作れ！】卵とじうどん #マッチョ #料理 #元カレ #筋肉番付 #cooking #暮らしチャンネル #飯テロ #簡単レシピ,youtube,eyDN7IrBZxM,https://www.youtube.com/watch?v=eyDN7IrBZxM,eyDN7IrBZxM,https://www.youtube.com/watch?v=eyDN7IrBZxM,マッチョ元カレごはんがうますぎる,normal,白身魚、卵,light,2,YouTube Data API収集,"whitefish,egg",魚介;卵,warm,3,2,false,true,https://i.ytimg.com/vi/eyDN7IrBZxM/maxresdefault.jpg,4.65,4.49,あっさり
これ以外のうどんのことを忘れてしまうほどウマいです。肉うどんの価値観が変わる【至高の肉うどん】,youtube,mVLS1yfV_qI,https://www.youtube.com/watch?v=mVLS1yfV_qI,mVLS1yfV_qI,https://www.youtube.com/watch?v=mVLS1yfV_qI,料理研究家リュウジのバズレシピ,easy,牛肉、白身魚、うどん、ショウガ,semi-rich,2,YouTube Data API収集,"beef,whitefish,udon,ginger",肉類;魚介;麺;根菜,warm,3,2,true,true,https://i.ytimg.com/vi/mVLS1yfV_qI/sddefault.jpg,6.07,5.64,ややがっつり
冷凍うどんで簡単！豚バラ焼きうどんの作り方,youtube,6tOPiYgv7dI,https://www.youtube.com/watch?v=6tOPiYgv7dI,6tOPiYgv7dI,https://www.youtube.com/watch?v=6tOPiYgv7dI,レイ【3児ママのリアルすぎる日常】,easy,豚肉、白身魚、卵、うどん、レタス、にんにく,semi-rich,3,YouTube Data API収集,"pork,whitefish,egg,udon,lettuce,garlic",肉類;魚介;卵;麺;葉物野菜;根菜,cold,3,2,true,true,https://i.ytimg.com/vi/6tOPiYgv7dI/maxresdefault.jpg,5.55,5.63,ややがっつり
